City,Locality,BHK,Area_sqft,Bathrooms,Total_Floors,Floor_Number,Parking_Spaces,Balcony,Property_Age,Furnishing,Property_Type,Distance_to_City_Center_km,Metro_Distance_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,Security_Score,Maintenance_Cost,Price_INR
Hyderabad,Kondapur,3,2025,3.0,5,4,1.0,1.0,31,Fully-Furnished,Apartment,3.5,2.1,0.0,7,9.0,10,8626,16945000
Kolkata,New Town,3,1917,3.0,10,3,3.0,0.0,5,Unfurnished,Apartment,7.8,2.1,10.0,1,1.0,4,4704,9992000
Kolkata,Dum Dum,3,2008,3.0,15,3,1.0,1.0,20,Unfurnished,Independent House,13.6,7.7,7.0,6,3.0,1,6497,10926000
Visakhapatnam,Madhurawada,3,1836,4.0,3,2,2.0,1.0,5,Fully-Furnished,Independent House,0.8,2.2,1.0,2,8.0,3,4393,13927000
Pune,Wakad,4,2337,3.0,8,7,3.0,0.0,27,Unfurnished,Apartment,7.3,2.5,4.0,7,3.0,6,10561,19513000
Kolkata,Behala,3,1469,3.0,4,3,2.0,2.0,28,Semi-Furnished,Apartment,3.5,4.7,0.0,5,4.0,7,5499,9261000
Vijayawada,Benz Circle,3,1281,4.0,12,12,1.0,2.0,22,Unfurnished,Apartment,1.1,3.2,7.0,0,2.0,10,6751,5769000
Kolkata,New Town,3,1699,4.0,7,1,1.0,1.0,0,Unfurnished,Independent House,13.0,5.4,8.0,7,4.0,8,3966,11220000
Ahmedabad,Vastrapur,5,3058,6.0,4,3,1.0,3.0,15,Unfurnished,Independent House,5.7,3.7,9.0,6,10.0,6,13116,18999000
Mumbai,Powai,4,2247,3.0,12,5,1.0,1.0,23,Unfurnished,Apartment,2.0,5.0,,7,5.0,8,9559,35277000
Chennai,Porur,3,1867,2.0,8,8,1.0,2.0,21,Semi-Furnished,Apartment,12.9,1.9,0.0,7,7.0,4,8640,14557000
Delhi,Pitampura,3,1608,2.0,4,3,2.0,1.0,31,Unfurnished,Apartment,5.8,4.6,9.0,1,9.0,7,4362,13882000
Pune,Viman Nagar,2,1442,3.0,12,8,1.0,1.0,34,Semi-Furnished,Villa,8.1,2.1,9.0,7,6.0,9,5419,10281000
Hyderabad,Kukatpally,2,1114,,3,1,2.0,1.0,36,Unfurnished,Villa,6.3,3.0,3.0,6,3.0,3,3845,7405000
Pune,Hinjewadi,2,956,3.0,6,6,1.0,2.0,33,Fully-Furnished,Independent House,11.7,0.2,6.0,0,10.0,4,1940,8546000
Kolkata,Salt Lake,2,1085,3.0,15,14,1.0,1.0,38,Semi-Furnished,Apartment,12.1,2.8,4.0,3,3.0,6,4478,5933000
Delhi,Pitampura,4,1932,4.0,3,2,1.0,2.0,37,Unfurnished,Apartment,8.5,7.0,5.0,1,4.0,2,8286,16027000
Kolkata,Salt Lake,4,2181,5.0,7,5,1.0,2.0,8,Semi-Furnished,Apartment,10.2,3.4,1.0,7,1.0,9,4388,13498000
Chennai,Anna Nagar,5,2548,5.0,6,1,2.0,1.0,27,Fully-Furnished,Independent House,16.9,0.8,0.0,3,10.0,1,5824,20576000
Delhi,Mayur Vihar,4,2177,4.0,12,8,2.0,1.0,19,Unfurnished,Apartment,3.7,0.8,2.0,1,3.0,2,9200,21154000
Hyderabad,Kukatpally,3,1923,2.0,5,1,0.0,2.0,23,Unfurnished,Independent House,3.0,3.3,0.0,6,5.0,5,5323,14189000
Mumbai,Andheri,3,2053,4.0,15,8,2.0,2.0,20,Unfurnished,Apartment,0.8,1.0,6.0,6,6.0,7,4646,32311000
Vijayawada,Poranki,2,1013,1.0,3,3,1.0,2.0,5,Unfurnished,Independent House,7.1,8.0,2.0,1,6.0,7,5947,5274000
Bengaluru,Yelahanka,4,2132,4.0,8,5,2.0,1.0,16,Semi-Furnished,Apartment,6.2,1.3,10.0,5,5.0,1,11580,20004000
Chennai,Adyar,3,1739,4.0,6,2,1.0,1.0,4,Semi-Furnished,Apartment,6.6,1.2,6.0,6,4.0,7,3503,14453000
Bengaluru,Whitefield,3,1719,2.0,4,4,2.0,1.0,6,Fully-Furnished,Apartment,14.6,3.6,6.0,5,5.0,6,9355,17390000
Ahmedabad,Bodakdev,2,1133,3.0,15,3,0.0,2.0,40,Semi-Furnished,Apartment,3.6,2.0,3.0,7,1.0,7,4825,7293000
Pune,Hadapsar,4,2199,4.0,10,2,1.0,2.0,3,Unfurnished,Apartment,3.8,11.2,5.0,7,6.0,10,11320,18761000
Bengaluru,Indiranagar,4,2088,3.0,6,6,1.0,1.0,37,Unfurnished,Apartment,9.1,2.3,3.0,4,5.0,5,10496,16338000
Pune,Wakad,3,1266,3.0,10,2,1.0,1.0,30,Semi-Furnished,Apartment,7.0,1.8,10.0,4,1.0,6,2757,11170000
Mumbai,Bandra,3,1999,3.0,7,7,2.0,2.0,8,Fully-Furnished,Apartment,11.8,1.1,10.0,2,3.0,3,8307,32866000
Ahmedabad,Bodakdev,4,2159,3.0,2,1,2.0,1.0,6,Semi-Furnished,Apartment,1.7,1.4,3.0,1,9.0,5,11086,16034000
Pune,Hadapsar,3,1737,3.0,4,2,2.0,1.0,31,Semi-Furnished,Independent House,10.1,0.9,0.0,3,9.0,10,8059,15289000
Mumbai,Thane,4,2327,4.0,10,4,1.0,2.0,21,Semi-Furnished,Apartment,5.0,3.8,10.0,5,2.0,8,7085,36683000
Delhi,Mayur Vihar,3,1646,3.0,7,3,1.0,1.0,5,Semi-Furnished,Independent House,1.5,3.7,3.0,7,5.0,9,7488,17648000
Bengaluru,Yelahanka,4,2374,3.0,4,3,2.0,1.0,21,Unfurnished,Apartment,11.0,0.8,9.0,5,9.0,10,10232,21931000
Vijayawada,Moghalrajpuram,4,2235,3.0,2,1,1.0,1.0,20,Fully-Furnished,Apartment,2.2,2.6,2.0,4,2.0,3,8875,12767000
Pune,Viman Nagar,2,1713,3.0,3,2,1.0,2.0,23,Semi-Furnished,Apartment,10.8,4.2,6.0,5,1.0,8,7472,13486000
Chennai,Porur,2,1183,3.0,10,4,1.0,2.0,8,Fully-Furnished,Apartment,1.5,2.6,8.0,4,10.0,5,2572,10584000
Vijayawada,Poranki,3,1762,4.0,6,1,1.0,1.0,2,Fully-Furnished,Independent House,11.3,4.1,1.0,3,2.0,4,5906,12499000
Bengaluru,Yelahanka,3,1841,3.0,15,3,2.0,2.0,20,Fully-Furnished,Apartment,3.0,4.1,7.0,0,3.0,5,4659,18827000
Mumbai,Borivali,5,2435,5.0,3,3,2.0,2.0,30,Unfurnished,Apartment,10.1,1.4,9.0,0,6.0,7,13303,36486000
Delhi,Mayur Vihar,3,1898,3.0,2,2,3.0,2.0,8,Unfurnished,Apartment,2.0,7.3,7.0,1,6.0,9,7309,19638000
Bengaluru,Whitefield,4,2161,4.0,6,6,1.0,1.0,15,Semi-Furnished,Apartment,14.4,2.7,0.0,5,7.0,6,7146,21305000
Chennai,OMR,3,1346,3.0,4,4,2.0,2.0,12,Fully-Furnished,Independent House,4.8,4.8,7.0,7,5.0,4,6052,11966000
Bengaluru,Yelahanka,1,938,1.0,15,3,1.0,1.0,5,Semi-Furnished,Apartment,7.0,1.6,1.0,4,8.0,8,3269,9166000
Mumbai,Bandra,2,1310,2.0,10,2,,1.0,23,Semi-Furnished,Apartment,3.4,1.1,6.0,3,7.0,8,3138,21147000
Delhi,Dwarka,2,1374,1.0,12,2,2.0,1.0,3,Semi-Furnished,Apartment,9.1,3.9,10.0,7,8.0,3,3219,13843000
Pune,Hadapsar,4,2464,4.0,3,2,1.0,1.0,38,Semi-Furnished,Apartment,5.5,1.8,5.0,7,4.0,8,8998,19359000
Vijayawada,Benz Circle,2,1259,3.0,4,1,1.0,1.0,35,Unfurnished,Apartment,6.9,1.1,4.0,2,6.0,10,5476,5110000
Kolkata,Dum Dum,3,1826,2.0,8,5,2.0,1.0,15,Semi-Furnished,Apartment,5.1,1.3,9.0,4,9.0,9,4721,13123000
Bengaluru,Yelahanka,3,1692,2.0,6,4,0.0,0.0,34,,Independent House,3.7,0.6,0.0,3,1.0,4,7505,15939000
Chennai,Velachery,2,1203,1.0,4,4,2.0,2.0,2,Fully-Furnished,Apartment,15.2,1.2,10.0,3,4.0,5,5401,9265000
Kolkata,Behala,3,1652,2.0,6,6,1.0,2.0,7,Fully-Furnished,Villa,15.8,1.3,2.0,1,7.0,9,9016,10742000
Kolkata,Behala,2,1457,2.0,15,1,0.0,0.0,23,Fully-Furnished,Apartment,4.1,2.5,3.0,1,5.0,5,4670,9196000
Ahmedabad,Vastrapur,4,1876,5.0,12,3,3.0,3.0,24,Semi-Furnished,Independent House,3.0,3.9,6.0,3,8.0,2,10288,12425000
Chennai,OMR,4,2410,4.0,2,2,3.0,2.0,33,Unfurnished,Villa,18.9,2.6,6.0,2,9.0,7,13310,17927000
Chennai,Anna Nagar,4,2286,4.0,10,2,2.0,2.0,9,,Apartment,7.2,0.4,10.0,0,3.0,3,10235,17508000
Ahmedabad,Maninagar,2,1317,2.0,15,7,1.0,1.0,6,Fully-Furnished,Apartment,6.3,1.4,9.0,6,5.0,3,2700,11041000
Delhi,Dwarka,2,1283,2.0,5,2,1.0,2.0,33,Unfurnished,Independent House,7.5,2.8,9.0,2,3.0,5,6098,12619000
Delhi,Vasant Kunj,2,1019,3.0,12,11,2.0,2.0,6,Fully-Furnished,Villa,3.3,4.7,1.0,0,5.0,4,4657,12339000
Bengaluru,HSR Layout,2,1592,2.0,15,11,1.0,2.0,35,Unfurnished,Apartment,4.7,2.5,0.0,0,5.0,2,4247,13748000
Kolkata,Salt Lake,4,2157,3.0,3,3,1.0,2.0,39,Fully-Furnished,Apartment,5.7,1.7,10.0,2,10.0,6,12034,14669000
Visakhapatnam,Dwaraka Nagar,3,1950,4.0,15,11,2.0,1.0,37,Semi-Furnished,Independent House,6.6,4.1,9.0,4,4.0,1,4128,11604000
Ahmedabad,Prahlad Nagar,2,1204,2.0,12,3,2.0,1.0,9,Unfurnished,Apartment,2.7,0.4,1.0,4,6.0,8,3939,7221000
Chennai,Velachery,5,2615,6.0,3,2,1.0,3.0,21,Semi-Furnished,Independent House,2.4,4.5,6.0,1,9.0,7,10393,22159000
Visakhapatnam,Madhurawada,2,1377,2.0,15,3,2.0,1.0,6,Unfurnished,Apartment,18.2,2.4,1.0,4,6.0,5,6656,6786000
Chennai,T Nagar,2,1347,2.0,6,4,0.0,1.0,9,Semi-Furnished,Apartment,5.2,0.9,2.0,4,7.0,2,6699,11972000
Chennai,T Nagar,1,1293,1.0,4,4,1.0,1.0,24,Fully-Furnished,Apartment,3.2,4.0,4.0,5,10.0,1,3960,10708000
Hyderabad,Madhapur,3,1658,3.0,15,8,1.0,1.0,21,Semi-Furnished,Apartment,1.3,2.1,6.0,1,5.0,10,5235,13104000
Visakhapatnam,Dwaraka Nagar,3,1497,3.0,4,4,1.0,1.0,0,Semi-Furnished,Independent House,15.5,4.9,1.0,2,7.0,5,5599,9727000
Kolkata,Ballygunge,3,1981,3.0,12,8,1.0,2.0,36,Unfurnished,Independent House,1.5,1.7,8.0,0,6.0,5,8901,11794000
Delhi,Mayur Vihar,2,1072,1.0,6,3,1.0,1.0,17,Fully-Furnished,Apartment,5.7,2.5,5.0,1,3.0,7,3804,11169000
Pune,Wakad,3,1462,3.0,7,7,2.0,0.0,5,Unfurnished,Independent House,9.4,5.4,9.0,5,5.0,6,5669,10872000
Chennai,Anna Nagar,2,1048,3.0,4,4,1.0,1.0,18,Semi-Furnished,Apartment,5.5,0.2,3.0,5,7.0,9,2152,8214000
Bengaluru,Whitefield,2,1632,1.0,3,3,1.0,2.0,36,Semi-Furnished,Apartment,7.0,2.0,8.0,3,1.0,5,7740,15104000
Bengaluru,Koramangala,4,2077,4.0,12,6,1.0,1.0,12,Fully-Furnished,Apartment,6.4,4.3,7.0,7,4.0,2,11537,19194000
Mumbai,Andheri,3,1588,2.0,7,3,2.0,2.0,38,Semi-Furnished,Apartment,14.4,2.9,10.0,6,1.0,1,5928,23661000
Kolkata,Salt Lake,3,1740,3.0,5,3,2.0,2.0,21,Unfurnished,Apartment,5.7,0.9,4.0,0,3.0,1,8780,10705000
Hyderabad,Gachibowli,2,1486,2.0,7,1,1.0,2.0,40,Fully-Furnished,Apartment,12.3,0.3,9.0,5,8.0,2,4027,10599000
Mumbai,Thane,4,2124,5.0,7,1,1.0,1.0,19,Fully-Furnished,Apartment,10.1,5.9,2.0,3,6.0,7,10257,33981000
Delhi,Dwarka,5,2530,4.0,8,7,1.0,1.0,19,Semi-Furnished,Independent House,4.1,3.1,4.0,6,1.0,4,7314,23982000
Delhi,Rohini,5,2479,5.0,4,3,2.0,2.0,20,Fully-Furnished,Independent House,8.5,1.6,1.0,5,10.0,6,4964,26139000
Ahmedabad,Bodakdev,4,2501,5.0,6,1,1.0,2.0,10,,Villa,10.6,1.7,2.0,7,5.0,4,9264,17710000
Pune,Hadapsar,5,2953,,8,7,1.0,1.0,27,Fully-Furnished,Apartment,5.2,2.7,7.0,4,4.0,1,11159,26013000
Chennai,Porur,4,2223,5.0,12,5,2.0,2.0,36,Fully-Furnished,Apartment,3.3,2.4,0.0,6,4.0,1,9074,16934000
Delhi,Rohini,2,1196,3.0,6,2,2.0,1.0,20,Unfurnished,Independent House,4.8,2.6,5.0,0,3.0,8,3643,11842000
Ahmedabad,Bodakdev,3,1572,2.0,5,1,2.0,3.0,34,Fully-Furnished,Apartment,10.6,12.1,7.0,4,7.0,1,4649,10540000
Visakhapatnam,Dwaraka Nagar,4,2274,4.0,2,1,2.0,1.0,10,Fully-Furnished,Apartment,6.0,1.2,3.0,6,2.0,7,4618,14876000
Pune,Viman Nagar,1,1130,2.0,5,4,1.0,1.0,2,Fully-Furnished,Apartment,4.3,3.6,1.0,3,3.0,7,5562,10184000
Pune,Viman Nagar,3,1661,3.0,4,3,2.0,0.0,38,Fully-Furnished,Apartment,5.4,5.0,3.0,0,6.0,2,8938,13279000
Bengaluru,HSR Layout,4,2100,4.0,6,3,0.0,1.0,20,Unfurnished,Apartment,0.8,4.2,3.0,6,6.0,2,12035,18773000
Ahmedabad,Bodakdev,3,1901,4.0,12,3,2.0,1.0,10,Semi-Furnished,Apartment,6.4,4.5,5.0,5,10.0,10,10898,14697000
Pune,Hinjewadi,2,1166,3.0,3,1,1.0,2.0,20,Semi-Furnished,Independent House,2.3,1.0,2.0,3,1.0,4,5131,9657000
Ahmedabad,Satellite,3,1570,3.0,15,14,1.0,1.0,25,Semi-Furnished,Villa,1.8,3.7,7.0,2,4.0,2,8121,11063000
Mumbai,Bandra,2,1642,1.0,10,5,2.0,1.0,20,Semi-Furnished,Apartment,5.5,7.4,7.0,5,8.0,10,6971,27229000
Ahmedabad,Prahlad Nagar,2,958,2.0,12,8,1.0,0.0,38,Semi-Furnished,Independent House,0.8,1.7,3.0,5,10.0,8,3059,6682000
Kolkata,Salt Lake,2,1267,1.0,10,4,1.0,2.0,7,Semi-Furnished,Apartment,14.0,5.2,5.0,1,4.0,4,2546,8397000
Hyderabad,Banjara Hills,5,2724,6.0,6,6,1.0,2.0,21,Semi-Furnished,Independent House,14.2,3.8,1.0,4,3.0,3,14110,19916000
Vijayawada,Gunadala,4,2074,4.0,8,1,2.0,1.0,8,Fully-Furnished,Apartment,13.6,6.5,1.0,2,4.0,9,11060,12893000
Vijayawada,Moghalrajpuram,3,1910,3.0,12,3,2.0,2.0,1,Semi-Furnished,Apartment,3.2,2.5,4.0,1,2.0,8,8277,11263000
Hyderabad,Kondapur,1,1202,1.0,4,1,1.0,1.0,11,Unfurnished,Apartment,10.8,3.6,3.0,6,1.0,3,4494,7786000
Delhi,Vasant Kunj,4,2180,4.0,8,2,2.0,1.0,15,Fully-Furnished,Apartment,8.7,2.0,0.0,2,9.0,6,5830,24071000
Ahmedabad,Vastrapur,3,1432,3.0,5,1,2.0,2.0,13,Fully-Furnished,Apartment,1.5,2.5,2.0,1,4.0,6,6577,11426000
Delhi,Dwarka,3,1437,2.0,4,3,0.0,1.0,27,Unfurnished,Apartment,5.7,7.0,5.0,4,3.0,7,4384,13576000
Bengaluru,Yelahanka,2,1592,2.0,6,1,1.0,3.0,2,Semi-Furnished,Apartment,4.9,6.3,10.0,7,8.0,7,7029,14822000
Hyderabad,Gachibowli,4,2052,3.0,15,5,3.0,1.0,31,Semi-Furnished,Apartment,0.8,1.0,4.0,5,7.0,10,12136,16825000
Mumbai,Thane,4,2139,3.0,2,1,1.0,2.0,40,Unfurnished,Apartment,19.7,3.7,2.0,4,1.0,6,6152,31779000
Bengaluru,Koramangala,2,1729,1.0,12,4,1.0,3.0,25,Unfurnished,Independent House,9.4,6.8,0.0,6,1.0,2,10192,14543000
Bengaluru,HSR Layout,2,1689,1.0,7,7,0.0,1.0,34,Semi-Furnished,Independent House,12.2,2.3,4.0,6,3.0,7,5209,15098000
Delhi,Mayur Vihar,2,1729,2.0,6,6,1.0,2.0,33,Semi-Furnished,Independent House,12.4,1.6,9.0,3,4.0,6,5612,16555000
Bengaluru,HSR Layout,3,1600,3.0,3,3,1.0,1.0,12,Fully-Furnished,Independent House,7.8,0.3,5.0,5,3.0,6,4800,16196000
Pune,Wakad,3,2133,3.0,15,7,1.0,1.0,7,Fully-Furnished,Apartment,5.3,4.2,6.0,5,7.0,6,10824,19725000
Pune,Baner,5,2596,5.0,7,7,3.0,1.0,3,Unfurnished,Independent House,8.8,2.5,3.0,6,10.0,6,12462,21173000
Pune,Wakad,3,1809,3.0,4,1,2.0,0.0,4,Fully-Furnished,Independent House,12.7,5.5,1.0,7,2.0,6,10130,16774000
Vijayawada,Moghalrajpuram,2,1634,2.0,4,4,2.0,1.0,38,Fully-Furnished,Apartment,18.1,8.6,6.0,2,8.0,1,4418,8556000
Pune,Hinjewadi,5,2622,4.0,5,2,0.0,1.0,22,Unfurnished,Apartment,10.7,6.8,4.0,4,7.0,7,6581,20434000
Vijayawada,Poranki,2,1528,1.0,2,1,1.0,1.0,28,Semi-Furnished,Apartment,8.0,2.5,7.0,1,7.0,3,7561,7909000
Hyderabad,Gachibowli,3,1347,4.0,4,1,0.0,2.0,27,Unfurnished,Apartment,2.9,1.6,2.0,6,4.0,2,5172,7947000
Vijayawada,Governorpet,4,2425,4.0,2,2,1.0,2.0,19,Semi-Furnished,Apartment,5.4,2.7,2.0,5,5.0,3,7479,13268000
Vijayawada,Patamata,3,1933,3.0,15,11,1.0,2.0,6,Semi-Furnished,Independent House,12.6,2.9,5.0,7,6.0,2,10988,11462000
Visakhapatnam,Dwaraka Nagar,2,1461,3.0,6,2,0.0,2.0,36,Semi-Furnished,Apartment,2.6,0.4,6.0,3,4.0,2,5979,7623000
Pune,Hinjewadi,1,939,2.0,15,1,3.0,2.0,20,Semi-Furnished,Apartment,6.0,1.5,6.0,5,3.0,3,5409,8142000
Bengaluru,Indiranagar,3,1833,3.0,12,11,2.0,1.0,13,Fully-Furnished,Independent House,4.2,3.0,10.0,3,1.0,1,5982,19816000
Delhi,Saket,3,1760,2.0,3,1,0.0,1.0,22,Fully-Furnished,Apartment,3.0,1.4,8.0,6,6.0,6,5203,18512000
Delhi,Pitampura,2,1144,1.0,3,2,2.0,1.0,21,Semi-Furnished,Apartment,4.8,3.0,0.0,6,10.0,6,5238,10533000
Hyderabad,Miyapur,3,1573,4.0,3,1,1.0,,33,Fully-Furnished,Independent House,8.6,4.8,3.0,4,7.0,2,7178,9737000
Vijayawada,Moghalrajpuram,2,1387,3.0,6,2,1.0,0.0,3,Semi-Furnished,Apartment,3.7,3.5,0.0,5,3.0,6,3004,7540000
Vijayawada,Patamata,1,932,1.0,5,5,2.0,2.0,7,Semi-Furnished,Apartment,8.4,1.4,7.0,4,3.0,8,3245,5544000
Delhi,Mayur Vihar,3,1422,3.0,8,1,0.0,1.0,10,Fully-Furnished,Apartment,3.7,3.6,1.0,1,10.0,9,6793,14575000
Ahmedabad,Prahlad Nagar,2,1165,3.0,5,5,1.0,2.0,3,Fully-Furnished,Apartment,6.9,8.8,5.0,1,4.0,7,4284,9359000
Mumbai,Thane,2,1601,2.0,12,10,1.0,2.0,25,Fully-Furnished,Apartment,7.6,2.6,3.0,1,9.0,3,5476,26088000
Visakhapatnam,Seethammadhara,3,1863,3.0,6,5,1.0,2.0,2,,Apartment,4.3,1.2,6.0,1,9.0,7,4325,13027000
Chennai,Velachery,2,1658,2.0,5,3,1.0,1.0,27,Semi-Furnished,Villa,5.6,0.7,4.0,7,4.0,6,8835,13434000
Vijayawada,Governorpet,2,1428,1.0,5,4,2.0,1.0,2,Semi-Furnished,Apartment,2.9,3.5,4.0,5,10.0,4,8258,7820000
Mumbai,Navi Mumbai,3,1619,2.0,3,2,0.0,2.0,32,Unfurnished,Apartment,7.8,2.4,4.0,7,1.0,10,6819,24275000
Hyderabad,Kukatpally,3,1546,3.0,15,9,2.0,3.0,30,Unfurnished,Independent House,3.1,2.7,2.0,6,2.0,4,6054,9671000
Chennai,Porur,4,2229,4.0,2,1,1.0,2.0,8,Fully-Furnished,Villa,22.6,5.3,4.0,6,2.0,5,12730,18315000
Chennai,OMR,3,1900,2.0,10,4,1.0,2.0,32,Fully-Furnished,Apartment,8.5,6.5,8.0,4,1.0,7,5033,16198000
Delhi,Pitampura,2,1561,3.0,6,2,1.0,2.0,21,Semi-Furnished,Apartment,7.2,0.5,2.0,1,2.0,5,5039,14807000
Delhi,Dwarka,1,1451,1.0,3,2,1.0,1.0,22,Unfurnished,Apartment,10.9,1.0,5.0,1,3.0,3,6979,12516000
Kolkata,Salt Lake,4,2252,3.0,7,7,1.0,2.0,20,Unfurnished,Apartment,5.6,2.1,10.0,3,7.0,9,6031,13155000
Delhi,Rohini,4,2109,4.0,3,1,2.0,2.0,22,Fully-Furnished,Apartment,5.2,0.3,7.0,0,3.0,9,8294,21740000
Bengaluru,HSR Layout,3,2142,2.0,15,5,1.0,2.0,27,Fully-Furnished,Independent House,2.6,3.6,6.0,2,6.0,5,7800,21429000
Pune,Hinjewadi,2,1040,3.0,10,10,1.0,1.0,26,Unfurnished,Apartment,11.3,3.7,10.0,0,10.0,7,3673,8143000
Ahmedabad,Bodakdev,2,1299,1.0,6,6,2.0,2.0,13,Semi-Furnished,Apartment,11.9,3.8,9.0,2,10.0,4,2659,8529000
Mumbai,Andheri,3,1707,3.0,15,10,0.0,0.0,18,Semi-Furnished,Apartment,12.3,3.4,6.0,6,3.0,3,5220,25746000
Delhi,Pitampura,2,1205,1.0,8,1,1.0,2.0,25,Semi-Furnished,Apartment,7.4,1.8,5.0,6,9.0,8,3067,12831000
Bengaluru,Indiranagar,2,1383,2.0,2,1,1.0,2.0,28,Semi-Furnished,Villa,3.0,3.3,7.0,4,1.0,3,2835,11044000
Mumbai,Bandra,3,1885,2.0,4,3,1.0,1.0,28,Unfurnished,Apartment,13.2,2.5,1.0,2,3.0,4,10564,27479000
Vijayawada,Poranki,2,1398,3.0,4,2,1.0,2.0,1,Unfurnished,Independent House,12.4,5.1,3.0,0,2.0,5,6337,7059000
Hyderabad,Miyapur,2,1479,1.0,10,8,2.0,1.0,25,Fully-Furnished,Apartment,3.0,6.2,7.0,0,6.0,4,6838,13036000
Kolkata,Ballygunge,2,1439,1.0,10,4,1.0,1.0,19,Semi-Furnished,Villa,11.2,2.8,8.0,4,5.0,8,7504,9156000
Vijayawada,Benz Circle,2,1152,2.0,2,2,1.0,2.0,19,Fully-Furnished,Apartment,3.3,11.1,7.0,2,9.0,8,3375,7669000
Pune,Wakad,2,1033,1.0,10,7,1.0,3.0,26,Fully-Furnished,Independent House,7.1,3.7,3.0,3,2.0,5,5811,8058000
Vijayawada,Governorpet,2,1215,2.0,7,3,1.0,2.0,22,Semi-Furnished,Independent House,1.9,4.2,3.0,1,6.0,5,5278,6108000
Pune,Viman Nagar,2,1389,2.0,12,3,2.0,1.0,14,Semi-Furnished,Apartment,9.0,0.3,2.0,1,8.0,1,7205,10772000
Bengaluru,Indiranagar,4,2159,3.0,12,9,1.0,2.0,36,Fully-Furnished,Apartment,3.0,1.4,0.0,2,8.0,4,4912,19973000
Delhi,Vasant Kunj,5,2729,6.0,2,2,1.0,1.0,39,Fully-Furnished,Apartment,2.6,6.6,10.0,7,9.0,4,9335,28377000
Ahmedabad,Vastrapur,3,1742,3.0,4,4,1.0,2.0,22,Unfurnished,Apartment,6.0,12.7,4.0,7,7.0,4,8206,9347000
Pune,Hadapsar,2,1770,2.0,7,4,1.0,1.0,14,Fully-Furnished,Independent House,3.7,0.8,1.0,7,8.0,2,5690,15541000
Delhi,Rohini,5,2976,4.0,5,5,3.0,2.0,27,Unfurnished,Independent House,3.0,9.4,8.0,0,10.0,3,9550,27809000
Ahmedabad,Vastrapur,2,1313,2.0,3,3,0.0,1.0,28,Fully-Furnished,Independent House,2.3,0.4,0.0,2,6.0,1,6815,8669000
Chennai,Porur,5,2429,5.0,2,1,1.0,2.0,22,Semi-Furnished,Apartment,2.9,9.3,2.0,5,6.0,4,13701,19851000
Bengaluru,Whitefield,2,1268,2.0,12,9,2.0,1.0,16,Semi-Furnished,Apartment,4.0,1.4,6.0,5,4.0,7,5454,12252000
Pune,Hinjewadi,3,1714,4.0,8,3,1.0,2.0,26,Semi-Furnished,Apartment,4.3,2.8,9.0,1,3.0,3,7093,14402000
Vijayawada,Poranki,3,1844,3.0,10,8,0.0,2.0,33,Semi-Furnished,Apartment,5.9,5.2,3.0,6,7.0,10,10815,9273000
Mumbai,Bandra,3,1868,4.0,12,9,2.0,2.0,6,Semi-Furnished,Independent House,6.5,0.9,7.0,5,6.0,1,10765,31288000
Hyderabad,Gachibowli,3,1715,3.0,2,2,2.0,2.0,31,Fully-Furnished,Villa,12.5,1.7,2.0,2,7.0,4,6348,13071000
Kolkata,Dum Dum,3,1307,4.0,12,6,1.0,1.0,24,Semi-Furnished,Apartment,10.5,4.8,10.0,0,3.0,8,3904,8963000
Mumbai,Powai,5,2606,5.0,4,3,1.0,1.0,39,Semi-Furnished,Villa,11.7,1.6,10.0,0,5.0,2,9653,41998000
Delhi,Saket,4,2216,4.0,15,3,1.0,2.0,12,,Apartment,5.7,5.5,9.0,3,2.0,9,5047,24240000
Pune,Wakad,2,1423,2.0,8,1,0.0,2.0,33,Unfurnished,Villa,5.6,3.7,1.0,3,5.0,1,3076,8065000
Hyderabad,Gachibowli,5,2632,6.0,5,2,1.0,2.0,9,Unfurnished,Independent House,5.6,6.1,3.0,2,5.0,3,13762,18624000
Kolkata,Ballygunge,2,1778,2.0,5,3,1.0,2.0,34,Semi-Furnished,Villa,5.9,2.2,5.0,7,4.0,8,4949,11220000
Delhi,Rohini,2,858,2.0,7,3,3.0,1.0,38,Semi-Furnished,Apartment,9.1,1.6,7.0,1,1.0,8,3495,6153000
Chennai,Anna Nagar,3,1611,3.0,10,3,2.0,2.0,5,Semi-Furnished,Apartment,6.7,2.0,9.0,3,8.0,9,8548,13988000
Ahmedabad,Prahlad Nagar,2,1225,2.0,6,1,1.0,1.0,20,Semi-Furnished,Apartment,3.4,5.9,7.0,0,4.0,7,4990,6719000
Bengaluru,Koramangala,2,1367,2.0,3,1,2.0,2.0,23,Semi-Furnished,Apartment,1.8,1.5,5.0,4,8.0,7,2924,13320000
Bengaluru,Indiranagar,3,1977,2.0,3,1,2.0,1.0,3,Semi-Furnished,Independent House,10.4,1.9,10.0,3,3.0,4,8641,19098000
Ahmedabad,Bodakdev,4,2239,5.0,4,2,0.0,3.0,33,Semi-Furnished,Villa,16.8,4.9,4.0,5,4.0,8,5953,14812000
Vijayawada,Moghalrajpuram,2,1049,3.0,2,1,2.0,2.0,31,Fully-Furnished,Apartment,7.6,2.8,5.0,4,10.0,3,3527,6077000
